Time_ms,Microphone
0,348
21,434
43,313
64,380
86,337
108,366
129,341
151,387
173,359
194,399
216,503
238,336
259,321
281,496
302,356
324,360
346,322
367,314
389,348
411,388
432,344
454,368
475,370
497,331
519,421
540,395
562,529
584,332
605,364
627,404
649,347
670,387
692,443
713,488
735,308
757,391
778,360
800,360
822,386
843,328
865,423
886,365
908,354
930,304
951,325
973,379
995,370
1016,497
1038,383
1060,453
1081,381
1103,364
1124,385
1146,334
1168,506
1189,357
1211,351
1233,437
1254,357
1276,354
1298,335
1319,358
1341,335
1362,325
1384,316
1406,353
1427,364
1449,357
1471,381
1492,492
1514,363
1535,365
1557,369
1579,354
1600,359
1622,314
1644,418
1665,358
1687,377
1709,379
1730,380
1752,332
1773,387
1795,506
1817,543
1838,357
1860,515
1882,350
1903,323
1925,465
1947,458
1968,343
1990,366
2011,374
2033,383
2055,362
2076,370
2098,322
2120,394
2141,359
2163,435
2184,351
2206,368
2228,327
2249,359
2271,371
2293,466
2314,380
2336,361
2358,367
2379,367
2401,389
2422,353
2444,353
2466,376
2487,423
2509,379
2531,528
2552,346
2574,385
2596,334
2617,378
2639,373
2660,365
2682,366
2704,375
2725,364
2747,344
2769,375
2790,369
2812,379
2833,351
2855,361
2877,348
2898,338
2920,317
2942,368
2963,364
2985,494
3007,359
3028,376
3050,339
3071,372
3093,522
3115,373
3136,369
3158,357
3180,423
3201,351
3223,369
3245,452
3266,355
3288,375
3309,370
3331,353
3353,375
3374,363
3396,330
3418,341
3439,516
3461,473
3482,362
3504,368
3526,368
3547,348
3569,388
3591,371
3612,437
3634,334
3656,361
3677,321
3699,343
3720,356
3742,379
3764,370
3785,383
3807,338
3829,327
3850,355
3872,441
3894,354
3915,350
3937,369
3958,386
3980,379
4002,345
4023,392
4045,343
4067,351
4088,334
4110,420
4131,520
4153,399
4175,372
4196,314
4218,458
4240,527
4261,354
4283,329
4305,381
4326,365
4348,522
4369,376
4391,334
4413,368
4434,370
4456,343
4478,361
4499,356
4521,370
4543,528
4564,378
4586,369
4607,367
4629,372
4651,540
4672,390
4694,409
4716,380
4737,370
4759,364
4780,374
4802,354
4824,378
4845,373
4867,477
4889,454
4910,375
4932,369
4954,358
4975,446
4997,338
5018,379
5040,355
5062,299
5083,364
5105,358
5127,390
5148,488
5170,380
5192,346
5213,363
5235,336
5256,415
5278,345
5300,475
5321,374
5343,356
5365,393
5386,367
5408,522
5430,401
5451,374
5473,380
5494,374
5516,378
5538,374
5559,358
5581,361
5603,363
5624,357
5646,361
5667,366
5689,362
5711,331
5732,391
5754,373
5776,363
5797,351
5819,468
5841,403
5862,342
5884,383
5905,524
5927,362
5949,365
5970,373
5992,326
6014,361
6035,386
6057,345
6078,322
6100,351
6122,358
6143,348
6165,365
6187,357
6208,359
6230,345
6252,438
6273,383
6295,364
6316,328
6338,514
6360,366
6381,373
6403,495
6425,368
6446,365
6468,378
6490,380
6511,354
6533,374
6554,380
6576,364
6598,374
6619,401
6641,354
6663,321
6684,506
6706,427
6727,324
6749,386
6771,338
6792,347
6814,371
6836,373
6857,385
6879,370
6901,429
6922,319
6944,388
6965,495
6987,378
7009,365
7030,364
7052,395
7074,379
7095,380
7117,485
7139,356
7160,386
7182,287
7203,360
7225,312
7247,315
7268,387
7290,461
7312,395
7333,383
7355,370
7376,329
7398,496
7420,444
7441,466
7463,379
7485,360
7506,382
7528,340
7550,516
7571,364
7593,358
7614,369
7636,421
7658,354
7679,378
7701,448
7723,391
7744,369
7766,343
7788,362
7809,326
7831,503
7852,370
7874,381
7896,298
7917,480
7939,378
7961,364
7982,376
8004,337
8025,364
8047,484
8069,387
8090,353
8112,408
8134,359
8155,334
8177,502
8199,378
8220,354
8242,368
8263,358
8285,355
8307,370
8328,371
8350,324
8372,359
8393,322
8415,381
8437,371
8458,405
8480,309
8501,490
8523,353
8545,369
8566,361
8588,372
8610,379
8631,374
8653,370
8674,357
8696,307
8718,484
8739,362
8761,348
8783,357
8804,350
8826,367
8848,390
8869,374
8891,506
8912,372
8934,372
8956,374
8977,330
8999,362
9021,348
9042,367
9064,417
9086,368
9107,434
9129,452
9150,312
9172,529
9194,349
9215,367
9237,398
9259,372
9280,369
9302,382
9323,369
9345,365
9367,338
9388,355
9410,355
9432,483
9453,501
9475,494
9497,318
9518,393
9540,345
9561,391
9583,332
9605,348
9626,392
9648,395
9670,361
9691,475
9713,331
