Time_ms,Microphone
0,485
21,364
43,427
65,383
86,397
108,382
129,374
151,361
173,354
194,375
216,406
238,326
259,344
281,389
303,344
324,378
346,342
367,515
389,489
411,392
432,506
454,346
476,364
497,378
519,376
540,347
562,511
584,390
605,385
627,336
649,368
670,464
692,345
714,391
735,501
757,345
778,350
800,351
822,380
843,350
865,371
887,369
908,329
930,357
952,373
973,362
995,413
1016,337
1038,376
1060,354
1081,364
1103,346
1125,356
1146,394
1168,366
1189,481
1211,360
1233,381
1254,382
1276,354
1298,381
1319,359
1341,335
1363,361
1384,373
1406,365
1427,385
1449,383
1471,373
1492,348
1514,365
1536,354
1557,321
1579,497
1601,366
1622,353
1644,350
1665,363
1687,382
1709,368
1730,465
1752,346
1774,522
1795,363
1817,360
1838,378
1860,439
1882,394
1903,374
1925,362
1947,390
1968,348
1990,310
2012,496
2033,367
2055,366
2076,433
2098,366
2120,364
2141,358
2163,367
2185,377
2206,337
2228,349
2250,351
2271,351
2293,510
2314,359
2336,393
2358,477
2379,383
2401,495
2423,515
2444,369
2466,383
2487,361
2509,335
2531,387
2552,390
2574,369
2596,376
2617,441
2639,343
2661,443
2682,378
2704,451
2725,344
2747,366
2769,368
2790,337
2812,376
2834,319
2855,371
2877,355
2899,383
2920,363
2942,331
2963,367
2985,354
3007,353
3028,380
3050,348
3072,492
3093,371
3115,337
3137,392
3158,379
3180,366
3201,514
3223,376
3245,328
3266,482
3288,376
3310,486
3331,364
3353,365
3374,372
3396,372
3418,362
3439,369
3461,397
3483,507
3504,387
3526,368
3548,366
3569,371
3591,367
3612,357
3634,530
3656,461
3677,375
3699,348
3721,373
3742,359
3764,386
3785,389
3807,356
3829,382
3850,370
3872,485
3894,375
3915,478
3937,359
3959,316
3980,360
4002,364
4023,428
4045,380
4067,359
4088,351
4110,379
4132,401
4153,507
4175,319
4197,342
4218,485
4240,347
4261,330
4283,370
4305,400
4326,345
4348,354
4370,366
4391,361
4413,358
4434,378
4456,519
4478,375
4499,506
4521,363
4543,347
4564,377
4586,366
4608,318
4629,366
4651,353
4672,379
4694,351
4716,366
4737,368
4759,432
4781,380
4802,376
4824,399
4846,388
4867,363
4889,499
4910,383
4932,339
4954,513
4975,321
4997,365
5019,433
5040,377
5062,327
5083,373
5105,469
5127,374
5148,355
5170,355
5192,398
5213,396
5235,367
5257,379
5278,395
5300,354
5321,364
5343,368
5365,327
5386,491
5408,381
5430,388
5451,493
5473,334
5495,344
5516,391
5538,359
5559,381
5581,362
5603,343
5624,362
5646,370
5668,359
5689,334
5711,384
5732,368
5754,362
5776,367
5797,407
5819,392
5841,521
5862,355
5884,368
5906,433
5927,471
5949,496
5970,356
5992,375
6014,502
6035,355
6057,392
6079,346
6100,338
6122,329
6144,368
6165,363
6187,373
6208,343
6230,505
6252,379
6273,341
6295,378
6317,343
6338,510
6360,408
6381,390
6403,362
6425,372
6446,386
6468,330
6490,348
6511,376
6533,378
6555,338
6576,364
6598,370
6619,519
6641,489
6663,475
6684,350
6706,378
6728,357
6749,354
6771,439
6793,436
6814,364
6836,386
6857,460
6879,367
6901,385
6922,345
6944,385
6966,356
6987,395
7009,391
7030,334
7052,327
7074,451
7095,304
7117,397
7139,349
7160,393
7182,376
7204,356
7225,363
7247,366
7268,335
7290,376
7312,353
7333,527
7355,363
7377,360
7398,343
7420,500
7442,377
7463,451
7485,374
7506,372
7528,370
7550,386
7571,389
7593,384
7615,370
7636,379
7658,372
7679,393
7701,366
7723,366
7744,368
7766,489
7788,363
7809,470
7831,458
7853,319
7874,377
7896,368
7917,382
7939,387
7961,362
7982,363
8004,349
8026,370
8047,438
8069,364
8091,372
8112,454
8134,459
8155,375
8177,339
8199,334
8220,373
8242,350
8264,381
8285,474
8307,386
8329,314
8350,371
8372,377
8393,398
8415,349
8437,395
8458,376
8480,398
8502,344
8523,350
8545,513
8566,339
8588,377
8610,521
8631,366
8653,377
8675,368
8696,334
8718,378
8740,396
8761,336
8783,346
8804,350
8826,378
8848,364
8869,350
8891,398
8913,358
8934,347
8956,354
8977,395
8999,482
9021,358
9042,373
9064,359
9086,350
9107,355
9129,375
9151,353
9172,368
9194,395
9215,488
9237,477
9259,353
9280,365
9302,368
9324,381
9345,373
9367,367
9389,375
9410,346
9432,374
9453,378
9475,368
9497,432
9518,360
9540,373
9562,379
9583,323
9605,387
9626,475
9648,503
9670,498
9691,374
9713,429
9735,442
9756,365
9778,336
9800,360
9821,346
9843,376
9864,341
9886,405
9908,385
9929,350
9951,423
9973,453
9994,373
10016,399
10038,356
10059,372
10081,474
10102,331
10124,344
10146,371
10167,401
10189,360
10211,355
10232,371
10254,507
10275,401
10297,364
10319,354
10340,359
10362,456
10384,412
10405,342
10427,358
10449,364
10470,457
10492,353
10513,353
10535,363
10557,368
10578,392
10600,520
10622,377
10643,378
10665,366
10687,356
10708,356
10730,363
10751,370
10773,351
10795,344
10816,357
10838,470
10860,401
10881,414
10903,315
10924,365
10946,364
10968,349
10989,378
11011,338
11033,368
11054,387
11076,361
11098,499
11119,369
11141,413
11162,423
11184,361
11206,360
11227,513
11249,389
11271,477
11292,363
11314,371
11336,454
11357,400
11379,516
11400,355
11422,371
11444,350
11465,364
11487,392
11509,408
11530,375
11552,366
11573,355
11595,370
11617,305
11638,366
11660,362
11682,331
11703,338
11725,359
11747,336
11768,379
11790,375
11811,378
11833,340
11855,326
11876,367
11898,335
11920,389
11941,370
11963,325
11985,346
12006,362
12028,387
12049,388
12071,386
12093,375
12114,366
12136,345
12158,333
12179,350
12201,345
12222,361
12244,373
12266,355
12287,378
12309,462
12331,368
12352,374
12374,360
12396,346
12417,501
12439,380
12460,369
12482,337
12504,368
12525,372
12547,371
12569,369
12590,365
12612,341
12634,393
12655,380
12677,371
12698,370
12720,365
12742,362
12763,353
12785,367
12807,312
12828,360
12850,339
12871,407
12893,452
12915,326
12936,362
12958,337
12980,360
13001,503
13023,362
13045,373
13066,361
13088,379
13109,372
13131,349
13153,367
13174,365
13196,359
13218,356
13239,381
13261,348
13283,377
13304,343
13326,372
13347,411
13369,411
13391,375
13412,517
13434,344
13456,359
13477,479
13499,358
13521,376
13542,383
13564,376
13585,361
13607,401
13629,371
13650,315
13672,378
13694,410
13715,381
13737,381
13758,493
13780,343
13802,377
13823,362
13845,363
13867,351
13888,361
13910,321
13932,370
13953,347
13975,370
13996,359
14018,328
14040,351
14061,472
14083,369
14105,348
14126,374
14148,359
14169,358
